,productid,brand,category,subcategory,name
220,HBV00000U270T,Ülker,Atıştırmalık,Bisküvi ve Kekler,Ülker Altınbaşak Humuslu Çıtır Kraker 45 gr
221,HBV00000U27BC,Palmolive,Kişisel Bakım,Duş Jelleri ve Sabunlar,Palmolive Duş Jeli 750 ml Naturals Zeytinyağı
222,HBV00000U2AZO,Peyman,Atıştırmalık,Kuruyemiş,Peyman Bahçeden Hurma 150 gr
223,OTFALFA1-661,Autokit,"Spor, Outdoor ve Oto",Oto Ürünleri,Komple Serme Oto Minderi El Dokuma
224,PTBR8595602505999,Brit Care,Pet Shop,Kedi,Brit Premium Somon&Alabalıklı Pouch Kedi Maması 100 Gr
225,PTINJNG-008,Jungle,Pet Shop,Kuş,Jungle Paraket Yemi 500 Gr
226,PTSRENJ-KRK-06,Enjoy,Pet Shop,Kuş,Enjoy Lüx Ballı Kraker Asetatlı
227,SGEC236900,Okey,Sağlık ve Kozmetik,Cinsel Sağlık Ürünleri,Okey Zero Ekstra İnce Formlu Prezervatif 10'lu
228,SGUNI000766,Uni,Sağlık ve Kozmetik,Makyaj Ürünleri,Uni Care Makyaj Temizleme Mendili
229,ZYBICN9269667,Koroplast,Ev Yaşam ve Bahçe,Ev Gereçleri,Koroplast Çöp Torbası Battal Boy 72 X 95 Cm
230,ZYBICN9286710,Tamek,Kahvaltılık ve Süt,Reçel,Tamek Reçel Vişne 380 Gr
231,ZYUNIL70003152,Lipton,İçecekler,Çay,Lipton Yellow Label Dökme Çay 1000 GR
232,HBV000007R0HC,Colgate,Kişisel Bakım,Ağız Bakım,Üçlü Etki Nane Ferahlığı Diş Macunu 150 ml
233,HBV000007ZDIB,Rinso,Ev Bakım ve Temizlik,Çamaşır Yıkama,Rinso Sıvı Kusursuz Narinler 3 lt
234,HBV00000A6L7A,Biosalt,Temel Gıda,"Un, Tuz, Şeker",Biosalt Himalaya Kaya Tuzu 500 gr
235,HBV00000AM8TI,Sırma,İçecekler,Maden Suları,Sırma C Vitaminli Mandalina 200 ml
236,HBV00000BT5B7,Pepsi,İçecekler,Gazlı İçecekler,Pepsi 4x1 L
237,HBV00000C74DK,Pril,Ev Bakım ve Temizlik,Bulaşık Yıkama,Pril Gold 54 Yıkama Bulaşık Makinesi Deterjanı Kapsülü
238,HBV00000GIVG9,Adel,Oyuncak ve Kırtasiye,Masaüstü Gereçleri,"Adel Blister Ofis Makası, Orta Boy"
239,HBV00000H3RLE,Fairy,Ev Bakım ve Temizlik,Bulaşık Yıkama,Fairy Platinum Plus 60 Yıkama Bulaşık Makinesi Deterjanı Kapsülü
240,HBV00000JHIDK,Reis,Temel Gıda,"Bakliyat, Pirinç, Makarna",Reis Siyez Bulgur 1 kg
241,HBV00000JUHAR,Uno,Fırın,Ekmekler,Uno Otantik Tava Ekmeği 550 gr
242,HBV00000JUHJU,Ülker,Atıştırmalık,Bisküvi ve Kekler,"Ülker Rondo Kremalı Bisküvi Muzlu 68,4 g"
243,HBV00000NE1O1,Carrefour,Temel Gıda,Sıvı Yağ,Carrefour Mısır Yağı 2 Lt
244,HBV00000NE1P8,Söke,Tatlı,Un ve İrmik,Söke Tam Buğday Un Karışımı 500 gr
245,HBV00000NE1QS,Pakmaya,Tatlı,Tatlı Malzemeleri,Pakmaya Pasta Süsü Pembe Boncuk 50 gr
246,HBV00000NE1SB,Carrefour,Kahvaltılık ve Süt,"Tahin, Pekmez ve Helva",Carrefour Harnup Pekmezi 1 kg
247,HBV00000NFHIL,Uno,Fırın,Ekmekler,Uno Premium Çavdarlı & Karabuğdaylı 350 Gr
248,HBV00000NFHJC,Banvit,"Et, Balık, Şarküteri",Kümes Hayvanları,Banvit But Pirzola 1 kg
249,HBV00000NFHPD,Exotic,İçecekler,Meyve Suyu,Exotic Portakal Suyu 330 ml
250,HBV00000NFML2,Bağdat,Temel Gıda,"Baharat, Harç ve Bulyon",Bagdat Fesleğen 30 gr
251,HBV00000NFMLA,Carrefour,Temel Gıda,"Baharat, Harç ve Bulyon",Carrefour Nane 70 gr
252,HBV00000NFRV6,Varta,Ev Yaşam ve Bahçe,Pil,Varta Long Life Extra Aaa İnce Kalem Pil 6'Lı
255,HBV00000OE6LX,Carrefour,Temel Gıda,"Baharat, Harç ve Bulyon",Carrefour Öğütülmüş Tarçın Pet 105 gr
256,HBV00000OE7CL,İhe,Fırın,Ekmekler,İhe Tam Buğday Sandviç 4X100 gr
257,HBV00000OE7R9,Akmina,İçecekler,Maden Suları,Akmina Extra Maden Suyu Cam 200 Ml
259,HBV00000P7ZHK,Sırmakeş,Su,Su,"Sırmakeş Doğal Kaynak Suyu 0,33 lt"
260,HBV00000PLGWV,Mcvities,Atıştırmalık,Bisküvi ve Kekler,McVitie's Digestive Karamelli Bisküvi 120 gr
262,HBV00000PQISW,Barilla,Temel Gıda,"Bakliyat, Pirinç, Makarna",Barılla Spaghettı/Spagettı Makarna 500 gr
263,HBV00000PQISY,Barilla,Temel Gıda,"Bakliyat, Pirinç, Makarna",Barılla La Collezıone Tagleıtelle Makarna 500 gr
264,HBV00000PQJJH,Dolco Gold,Temel Gıda,"Bakliyat, Pirinç, Makarna",Dolco Gold Egg Noddle/Cın Makarnası 350 gr
265,HBV00000PQJMM,Eti,Organik ve Diyet,Diyet Ürünler,Eti Form Kraker Çıtır Çubuk Haşhaşlı Keten Tohumlu 50 Gr
266,HBV00000PQK04,Hero Baby,Bebek,Biberon Mamaları,Hero Baby Sütlü 8 Tahıllı Meyveli Kaşık Maması 400 g
267,HBV00000PQKJJ,Pınar,Kahvaltılık ve Süt,Süt,Pınar Lıght %0 Yaglı Sut 1 lt
268,HBV00000PQM1E,Vernel,Ev Bakım ve Temizlik,Çamaşır Yıkama,Vernel Hassas ve Yumuşak 3 lt 30 Yıkama
269,HBV00000PQM4E,Fora,Kahvaltılık ve Süt,Zeytin,Fora Siyah Zeytin Ezmesi 340 g
270,HBV00000PQP52,The Soap Factory,Kişisel Bakım,Duş Jelleri ve Sabunlar,The Soap Factory El Yapımı Lavanta Sabunu 110 g
271,HBV00000PQP6N,Yudum,Temel Gıda,Sıvı Yağ,Yudum Omega 3 Pet Şişe 2 lt
272,HBV00000PQS9F,Biyo,Pet Shop,Kedi,Biyo Dogsprey Dermacure 150 ml
273,HBV00000PV62J,Bizim,Temel Gıda,"Baharat, Harç ve Bulyon",Bizim Mutfak Tavuk Harcı 90 g
274,HBV00000PV7US,Garnier,Sağlık ve Kozmetik,"El, Yüz ve Vücut Bakımı",Saf & Temiz 3İn1 150 ml
275,HBV00000PVC87,Silen,Ev Bakım ve Temizlik,Kağıt Ürünler,Silen Ultra Kağıt Havlu 12'li
276,HBV00000PVCPI,Tropicana,İçecekler,Meyve Suyu,Tropicana Meyve Suyu Vişne Afyon 200 Ml
277,HBV00000QU3S4,Akmina,İçecekler,Maden Suları,Akmina Maden Suyu Sade 200 Ml
278,HBV00000QU3ZT,Godiva,Atıştırmalık,"Çikolata, Gofret ve Barlar",Godıva Domes Fındıklı Cıkolata 30 gr
279,HBV00000QU43C,Malatya Pazarı,Atıştırmalık,Kuruyemiş,Malatya Pazarı Ceviz İçi 150 gr
280,HBV00000QUBLC,Marines,"Et, Balık, Şarküteri",Şarküteri,Marines Midye Et 1000 gr
281,HBV00000SP6YT,Carrefour,Kahvaltılık ve Süt,"Tahin, Pekmez ve Helva",Carrefour Üzüm Pekmezi 1 kg
282,HBV00000SP77C,Gordo,Kahvaltılık ve Süt,Yumurta,Gordo Yumurta 10'lu x L
283,HBV00000SP8CF,Vernel,Ev Bakım ve Temizlik,Çamaşır Yıkama,Vernel Max Şakayık & Beyaz Çay 1440 ml
284,HBV00000TDWF3,Tek Lezzet,Pratik Yemekler,Hazır Yemekler,Tek Lezzet Taze Fasulye Kavanoz 560 gr
285,HBV00000U270Z,Ülker,Atıştırmalık,Bisküvi ve Kekler,Ülker Hanımeller Kurabiyem 72 Gr
286,OUTAND200219,AND OUTDOOR,"Spor, Outdoor ve Oto",Kamp Malzemeleri,Andoutdoor Eva Mat Fra202
287,PTTEMPO340191,Whiskas,Pet Shop,Kedi,"Whiskas Biftekli Kuru Kedi Maması 3,8 Kg"
288,SGBA1910,Loreal Paris,Kişisel Bakım,Saç Bakımı,L'oréal Paris Excellence Creme Saç Boyası 6.1 Küllü Açık Kahve
289,SGGUNER65797,Elseve,Kişisel Bakım,Saç Bakımı,L'Oréal Paris Elseve 6 Mucizevi Yağ Besleyici Şampuan 360 Ml
290,SGSERBOS05115,Okey,Sağlık ve Kozmetik,Cinsel Sağlık Ürünleri,Okey Çifte Haz Prezervatif 10'lu
291,SPORKISIKCLB179,AlbaStar,"Spor, Outdoor ve Oto",Havuz ve Su Sporları,Alba Star Balıkçı Kovası
292,ZYBICN9287523,Kemal Kükrer,Temel Gıda,Salça ve Hazır Soslar,Kemal Kükrer Limon Sosu Pet 500 Ml
293,ZYDOGUS8690719100,Doğuş,İçecekler,Çay,Doğuş Early Grey Süzen Poşet Çay 25'li 50 gr
294,ZYERENVLD142160,Vileda,Ev Bakım ve Temizlik,Ev Temizlik Ürünleri,Vileda Glitzi Power Pad Inox 2'li Paket
295,ZYHEN1867674,Dixi,Ev Bakım ve Temizlik,Yüzey Temizleyiciler,"Dixi Yüzey Temizleyici Çam 2,5 L"
296,ZYHPCOCACGZS010,Fuse Tea,İçecekler,Gazsız İçecekler,Fuse Tea Şeftali Pet 1 Lt
297,ZYHPDIMESMSY001,Dimes,İçecekler,Meyve Suyu,Dimes %100 Karışık 1 L
298,ZYHPPEPSIMSY036,Tropicana,İçecekler,Meyve Suyu,Tropicana 1 Lt Meyve Suyu Afyon Visnesi
299,ZYJWAX644509,Mr. Muscle,Ev Bakım ve Temizlik,Yüzey Temizleyiciler,Mr Muscle Glade Yüzey Temizleyici 2500 ml Okyanus Sessizliği
300,ZYPEYMAN202331,Peyman,Atıştırmalık,Kuruyemiş,Peyman Çitliyo Klasik 200 g
301,ZYPYON908805,Febreze,Ev Bakım ve Temizlik,Oda Kokusu ve Koku Gidericiler,Febreze Hava Ferahlatıcı Sprey 300 ml Oda Kokusu Dağ Esintisi
302,ZYSULKORO32603,Koroplast,Ev Yaşam ve Bahçe,Mutfak Ürünleri,Koroplast Buzdolabı Poşeti Büyük Boy 4 Al 3 Öde 80'li 30x45 cm
303,AILEHERO0598801,Hero Baby,Bebek,Devam Sütleri ve Ek Gıdalar,Hero Baby Sütlü İrmikli Ballı Kaşık Mama 200g
304,HBV000002QK6W,Ogx,Kişisel Bakım,Saç Bakımı,OGX Coconut Milk Sülfatsız Bakım Kremi 385 ml
305,HBV000006IYDL,Ülker,Kahvaltılık ve Süt,Süt,İçim Pastörize Şişe Çikolatalı Süt 500 ml
306,HBV000006IYPE,Sütaş,Kahvaltılık ve Süt,Yoğurt,Sütaş Cacık 500 Gr
307,HBV000006N352,Paşabahçe,Ev Yaşam ve Bahçe,Mutfak Ürünleri,Paşabahçe Harvest Kırmızı Kapaklı Kavanoz - 5 Lt
308,HBV00000BEY1B,Prima,Bebek,Bebek Bezi,Prima Mayo Bebek Bezi 4 Beden 11 Adet Maxi Tekli Paket
309,HBV00000H8CAU,Omo,Ev Bakım ve Temizlik,Çamaşır Yıkama,Omo Siyahlar Sıvı Çamaşır Deterjanı 1950 ML 30 Yıkama
310,HBV00000HLU8Z,Selpak,Ev Bakım ve Temizlik,Kağıt Ürünler,Selpak Kağıt Havlu Yağ Emici 6'lı
311,HBV00000IGQ6J,Doğan Kitap,Oyuncak ve Kırtasiye,"Kitap, Sözlük",Yetişin Çocuklar Bebeklikten Ergenliğe Çocuk Yetiştirme Kılavuzu - Prof. Dr. Selçuk Şirin
312,HBV00000ILFYH,Fit Fly,Pet Shop,Kuş,Fit Fly Kapalı Lüx Tül Small
313,HBV00000J3UVC,Vissmate,Ev Bakım ve Temizlik,Çamaşır Yıkama,Vissmate Ultra Yoğun Kıvamlı Çamaşır Suyu Çam Ormanları 750 ml
314,HBV00000NE15C,Carrefour,İçecekler,Çay,Carrefour Filiz Çay 500 gr
315,HBV00000NE1CV,Namet,"Et, Balık, Şarküteri",Şarküteri,Namet Fermente Kangal Sucuk 500 gr
316,HBV00000NE1LI,Kemal Kükrer,Temel Gıda,Salça ve Hazır Soslar,Kemal Kükrer Limon Sosu 250 ml
317,HBV00000NFGXJ,Mixmey,Atıştırmalık,"Çikolata, Gofret ve Barlar",Mixmey Meyve Barı Çilek
318,HBV00000NFHBI,Nescafe,İçecekler,Kahve,Nescafe Classic 350 gr
320,HBV00000O2S8F,Torku,"Et, Balık, Şarküteri",Şarküteri,Torku Dilimli Dana Jambon 120 gr
321,HBV00000OE6K3,Carrefour,Temel Gıda,"Baharat, Harç ve Bulyon",Carrefour Yeni Bahar 70 gr
323,HBV00000P7VOK,Cheetos,Atıştırmalık,Cips,Cheetos Fıstıklı 41 gr
324,HBV00000P7ZHG,Carrefour,Kişisel Bakım,Duş Jelleri ve Sabunlar,Carrefour Sıvı Sabun Çilek Kokulu 750 ml
325,HBV00000PQIN4,Ariel,Ev Bakım ve Temizlik,Çamaşır Yıkama,Ariel 6 kg Toz Çamaşır Deterjanı Parlak Renkler
326,HBV00000PQION,Baby Turco,Bebek,Bebek Bezi,Baby Turco Çocuk Bezi Xl 20'li
327,HBV00000PQJTE,Finish,Ev Bakım ve Temizlik,Bulaşık Yıkama,Finish Tuz Bulaşık Makinası İçin 1500 Gr
328,HBV00000PQK08,Hero Baby,Bebek,Biberon Mamaları,Hero Baby Sütlü Elmalı 8 Tahıllı Ek Gıda 200 g
329,HBV00000PQL8T,Reis,Temel Gıda,"Bakliyat, Pirinç, Makarna",Reis Bulgur Pilavlık 2.5 Kg
330,HBV00000PV6KR,Dalin,Bebek,Bebek Bakım ve Sağlığı,Dalin Konsantre Yumuşatıcı Bahar Ninnisi 1200 ml
331,HBV00000PV80W,Gillette,Sağlık ve Kozmetik,Tıraş Ürünleri,Mach3 Yedek Tıraş Bıçağı 4'lü
332,HBV00000PVCKE,Tat,Temel Gıda,Salça ve Hazır Soslar,Tat Köy Salçası Domates-Biber Cam Şişe 1700 Gr
333,HBV00000PVCRM,Ülker,Atıştırmalık,"Çikolata, Gofret ve Barlar",Ülker Caramio Çikolata Karamelli Kare 55 Gr
334,HBV00000PVPWG,Tekis,Ev Yaşam ve Bahçe,"Hırdavat, Kablo ve Aksesuarlar",3'lü Ekonomik Topraklı Grup Priz Anahtarlı 5 m
335,HBV00000PVQZU,The Soap Factory,Kişisel Bakım,Duş Jelleri ve Sabunlar,The Soap Factory El Yapımı Eşek Sütü Sabunu 110 g
336,HBV00000PVR0Q,Trim,Sağlık ve Kozmetik,"El, Yüz ve Vücut Bakımı",Trim Et İtici Düzeltici
337,HBV00000QU3XD,Doğuş,İçecekler,Çay,Doğuş Bitki Çayı Zencefil Limonlu Bardak Poşet
338,HBV00000QU6HH,Sleepy,Bebek,Bebek Bezi,Sleepy Natural 2'li Jumbo XL 40 Adet
339,HBV00000QX25K,Marines,"Et, Balık, Şarküteri",Şarküteri,Marines Yengeç Surimi 500 gr
340,HBV00000SP77K,Gordo,Kahvaltılık ve Süt,Yumurta,Gordo Yumurta 6'lı 63-73 gr
341,HBV00000SPIEL,Carte D'or,Dondurma,Kap Dondurma,"Algida Carte D""or Chocolatier Vişne 750 Ml"
342,HBV00000U27P9,Cappy,İçecekler,Meyve Suyu,Cappy Destek 200 ml Karışık Meyveli Ve Sebzeli İçecek 200 ml
343,HBV00000U2B0J,Gillette,Sağlık ve Kozmetik,Tıraş Ürünleri,Comfortglide Olay Yedek Bıçak 2'li
344,OFISDUR26,Duracell,Ev Yaşam ve Bahçe,Pil,Duracell Alkalin C Piller 2’li paket
345,OFISPL1221355,Pritt,Oyuncak ve Kırtasiye,Boyalar,Pritt Parmak Boyası 6 Lı 30Ml 1221355
346,PTBR8595602506033,Brit Care,Pet Shop,Kedi,Brit Premium Tavuklu Pouch Kısırlaştırılmış Kedi Maması 100 Gr
347,SGARPFTR12914,Palmolive,Kişisel Bakım,Duş Jelleri ve Sabunlar,Palmolive Body Butter Hindistan Cevizi Cazibesi Banyo ve Duş Jeli 500 ml
348,SGJOH08226,Neutrogena,Sağlık ve Kozmetik,"El, Yüz ve Vücut Bakımı",Neutrogena Canlandırıcı Yağsız Nemlendirici 50 ml
349,ZYHAYAT5003351,Teno,Ev Bakım ve Temizlik,Kağıt Ürünler,Teno Peçete 100'lü
350,ZYHPANKARMKR024,Veronelli,Temel Gıda,"Bakliyat, Pirinç, Makarna",Veronelli Ith 500 Gr Tagliatelle Makarna
351,ZYHPDALANKSB005,Dalan,Kişisel Bakım,Duş Jelleri ve Sabunlar,Dalan Banyo Gliserinli Zeytinyağlı Sabun 150 Gr (4'Lü Paket)
352,ZYHPREISBBKL026,Reis,Temel Gıda,"Bakliyat, Pirinç, Makarna",Reis Osmancık Pirinç 2.5 kg
353,ZYUNIL70009140,Lipton,İçecekler,Çay,Lipton Doğu Karadeniz Dökme Çay 1000 GR
354,HBV0000017RPP,Biyo-Teknik,Pet Shop,Kedi,Biyoteknik Biyo Dermacure Herbio Catspray Kediler İçin Cilt-Tüy Bakım Ürünü
355,HBV000003W00B,Gillette,Sağlık ve Kozmetik,Tıraş Ürünleri,Gillette Series Koruyucu 200 ml Tıraş Jeli
356,HBV000006JCYF,Koska,Kahvaltılık ve Süt,"Tahin, Pekmez ve Helva",Koska Üzüm Pekmezi 800 g Cam Kavanoz
357,HBV000008QBH3,Efsina,Temel Gıda,"Un, Tuz, Şeker",Efsina Kaya Tuzu İyotlu İnce 600 Gr
358,HBV00000D1O53,Rexona,Sağlık ve Kozmetik,"Parfüm, Deodorant",Rexona Kadın Deodorant Sprey Invisible Fresh 150 ml
359,HBV00000D1PZK,Fora,Kahvaltılık ve Süt,Zeytin,Fora Zeytin Gemlik Çeşidi Doğal Siyah Zeytin 500 gr
360,HBV00000D45GL,Sir,Ev Bakım ve Temizlik,Bulaşık Yıkama,Sır Bulaşık Makinesi Temizleyici 250 ml
361,HBV00000H18AV,Prima,Bebek,Bebek Bezi,Prima Bebek Bezi Aktif Bebek 5 Beden 46 Adet Junior Fırsat Paketi
362,HBV00000IFRL9,Aptamil,Bebek,Biberon Mamaları,Aptamil 1 Bebek Sütü 1200 g 0-6 Ay
363,HBV00000IKMZH,Johnsons Baby,Bebek,Bebek Bakım ve Sağlığı,Johnson's Baby Losyon Bedtime 300 ml
364,HBV00000JUHBE,Tarım Kredi,Temel Gıda,"Bakliyat, Pirinç, Makarna",Türkiye Tarım Kredi Koop. Kırmızı Mercimek 2.5 kg
365,HBV00000NE0XY,HARIBO,Atıştırmalık,"Sakız, Şekerleme",Haribo Happy Cola 80 gr
366,HBV00000NE0Z6,Tahsildaroğlu,Kahvaltılık ve Süt,Peynir,Tahsildaroglu Süt Damlası 200 gr
367,HBV00000NE158,Carrefour,Temel Gıda,"Bakliyat, Pirinç, Makarna",Carrefour Kuru Fasulye 1kg
368,HBV00000NE1NV,Danone,Kahvaltılık ve Süt,Yoğurt,Danone Yoğurt Meyveli Orman Meyveli 450 Gr
369,HBV00000NG8QR,Lezita,"Et, Balık, Şarküteri",Kümes Hayvanları,Lezita Cordonbleu 300 g
370,HBV00000NVZ71,Wexta,"Spor, Outdoor ve Oto",Çanta ve Valizler,Wexta WX-S600 Sırt Çantası 19 lt
371,HBV00000O3C5T,Oral-B,Kişisel Bakım,Ağız Bakım,Oral-B D'100 Şarjlı Black Crossaction Diş Fırçası
373,HBV00000OE884,Carrefour,İçecekler,Kahve,Carrefour Selection Espresso Forte 10 Adet Kapsül
374,HBV00000PKHJU,İçim,Kahvaltılık ve Süt,Peynir,İçim Labne 200 gr
375,HBV00000PNGIW,Fanta,İçecekler,Gazlı İçecekler,"Fanta Portakal Gazoz 2,5 lt"
376,HBV00000PQIHK,Ace,Ev Bakım ve Temizlik,Çamaşır Yıkama,Ace Çamaşır Suyu Lavanta 4 Lt
377,HBV00000PQIYF,Bingo,Ev Bakım ve Temizlik,Çamaşır Yıkama,Bingo Matik Konsantre Renkli 1.5 Kg
378,HBV00000PQJ99,Didi,İçecekler,Gazsız İçecekler,Didi Soğuk Çay Şeftali Aromalı 1 Lt
379,HBV00000PQJB3,Doğanay,İçecekler,Meyve Suyu,Doganay Acı Salgam Suyu Cam 1 lt
380,HBV00000PQJHX,Dreamies,Pet Shop,Kedi,Dreamies Ördekli 60 g
381,HBV00000PQJMZ,Eti,Atıştırmalık,"Çikolata, Gofret ve Barlar",Eti Hoşbeş Gofret Kakaolu 70 Gr
383,HBV00000PQKH0,Lipton,İçecekler,Çay,Lıpton Fılız Dokme Siyah Cay 500 gr
384,HBV00000PQKR4,Pınar,Kahvaltılık ve Süt,Süt,Pınar Tam Yağlı Süt 6x200 ml
385,HBV00000PQKY0,Pınar,"Et, Balık, Şarküteri",Şarküteri,Pınar Doyum Salam 700 Gr
386,HBV00000PQL1U,Powerade,İçecekler,Enerji İçeceği,Powerade Ice Blast Karışık Meyve Aromalı Spor İçeceği 500 Ml
387,HBV00000PQLEP,Sleepy,Bebek,Bebek Bezi,"Sleepy Natural Midi 34""lü"
388,HBV00000PQLKM,Dr. Oetker,Tatlı,Tatlı Malzemeleri,Dr Oetker Sekerlı Vanılın 25 gr
389,HBV00000PQLW9,Ülker,Atıştırmalık,Bisküvi ve Kekler,Ülker Halley 240 Gr
390,HBV00000PV5VO,Barbie,Oyuncak ve Kırtasiye,Oyuncak,Barbie Pembe Gardrop
392,HBV00000PV9MV,Elseve,Kişisel Bakım,Saç Bakımı,Magic Kuru Şampuan 200 ml Tropikal Dalga
393,HBV00000PVACN,Nivea,Sağlık ve Kozmetik,"Parfüm, Deodorant",Nivea Men Deodorant Fresh Active 150 Ml
394,HBV00000PVQ0R,Canped,Sağlık ve Kozmetik,Sağlık ve İlk Yardım Ürünleri,Canped Mesane Pedi Orta 10 adet
395,HBV00000PVQNR,Nivea,Sağlık ve Kozmetik,"Parfüm, Deodorant",Coll Kick Erkek Roll-On 50 ml
396,HBV00000PVR22,Veet,Sağlık ve Kozmetik,Ağda ve Tüy Dökücüler,Veet Tüy Dökücü Krem Naturals Shea Yağı 90 ml
397,HBV00000QU3UX,Becel,Kahvaltılık ve Süt,Tereyağ ve Margarin,Becel Tereyağ Keyfi Kase 500 gr
398,HBV00000QX1TN,Finish,Ev Bakım ve Temizlik,Bulaşık Yıkama,Finish Bulaşık Makinesi Deterjanı Hepsi 1 Arada Jel Konsantre 1000 ml 50 Yıkama
399,HBV00000SF26I,Sek,Kahvaltılık ve Süt,Süt,Sek Protein Süt Hindistan Cevizli 330 ml
400,HBV00000SP6UJ,Algida,Dondurma,Kap Dondurma,Algida Classics Cookie Cup 105 ml
401,HBV00000SP86T,Palmolive,Kişisel Bakım,Duş Jelleri ve Sabunlar,Palmolive Body Butter Böğürtlen Keyfi Duş Jeli 250 ml
402,HBV00000SP8C9,Veg&Bones,Bebek,Biberon Mamaları,Veg & Bones Sebze Çorbası 190 gr
403,HBV00000SPIGZ,Xo,Sağlık ve Kozmetik,"Parfüm, Deodorant",Sweet Tropical Women Deo 150 ml
404,HBV00000U27O9,Cheetos,Atıştırmalık,Cips,Cheetos Çerez Fıstıklı 43 gr
405,HBV00000U2B44,Palmolive,Kişisel Bakım,Duş Jelleri ve Sabunlar,Palmolive Yüz Ve Vücut İçin Sabun 150 gr Badem Yağı & Kamel Yağı
407,KDBR90003,Doğan Burda Dergi,Oyuncak ve Kırtasiye,Gazete ve Dergi,Atlas
408,PTLIENJ13,Enjoy,Pet Shop,Kedi,Enjoy Cat Food Yetişkin Kedi Maması 1 Kg
409,SGELSEB09,Sebamed,Sağlık ve Kozmetik,Güneş Bakımı,Sebamed Sun Koruyucu Güneş Spreyi SPF 30 150 ml
410,SPORUS22342,Voit,"Spor, Outdoor ve Oto",Kondisyon Aletleri,Voit Yoga Block
411,ZYBICN9287075,Nescafe,İçecekler,Kahve,Nescafe 2'si 1 Arada 10'lu
412,ZYECZACI9661080,Solo,Ev Bakım ve Temizlik,Kağıt Ürünler,Solo Parfümlü Tuvalet Kağıdı 32'li
413,ZYHEN572409251,Pril,Ev Bakım ve Temizlik,Bulaşık Yıkama,Pril Power 5+ Etki Sıvı Elde Bulaşık Yıkama Deterjanı Limon 1350 gr
414,ZYHPDROETPDN006,Dr. Oetker,Tatlı,Tatlı Malzemeleri,Dr.Oetker Çikolatalı Fındıklı Puding 102 gr
415,ZYHPULKERMRG023,Sabah,Kahvaltılık ve Süt,Tereyağ ve Margarin,Sabah Margarin 250 Gr Paket
416,ZYPEYMAN202119,Peyman,Atıştırmalık,Kuruyemiş,Peyman Bahçeden İç Ceviz 140G
417,HBV0000000O7V,Loreal Paris,Kişisel Bakım,Saç Bakımı,L'Oréal Paris Casting Crème Gloss Saç Boyası 810 Parlak Küllü Sarı
418,HBV0000069XL4,Sebamed,Bebek,Bebek Bakım ve Sağlığı,Sebamed Baby pH 5.5 Bebek Kompakt Sabun 100 gr
419,HBV000006IYOK,Şölen,Atıştırmalık,"Çikolata, Gofret ve Barlar",Şölen Boombastıc Marshmallow'lu Kek Bar 40 Gr
420,HBV000007MNT6,Milupa,Bebek,Bebek İçecekleri,Milupa Çocuk Devam Sütü İçime Hazır 500 ml 4'lü Paket 1 Yaş+
421,HBV000008QBH1,Efsina,Temel Gıda,"Un, Tuz, Şeker",Efsina Himalaya Tuzu İyotlu İnce Beyaz 600 Gr
422,HBV00000HS4XN,Sir,Ev Bakım ve Temizlik,Yüzey Temizleyiciler,Sır Sıvı Arap Sabunu Sprey 750 ml
423,HBV00000IQDIZ,Tarım Kredi,Temel Gıda,"Bakliyat, Pirinç, Makarna",Tarım Kredi Spagetti Makarna 500 gr
424,HBV00000JGI8D,Reis,Temel Gıda,"Bakliyat, Pirinç, Makarna",Royal Reis Amarant 500 gr
425,HBV00000KKTBM,Kent,Atıştırmalık,"Sakız, Şekerleme",Kent Jelibon Karpuz Aromalı 160 gr
426,HBV00000NE0V1,Tahsildaroğlu,Kahvaltılık ve Süt,Peynir,Tahsildaroğlu Ezine Keçi Peyniri 250 gr
427,HBV00000NE18V,Namet,"Et, Balık, Şarküteri",Şarküteri,Namet Sebzeli Tavuk Jambon 250 gr
428,HBV00000NE1BO,Carrefour,Temel Gıda,"Bakliyat, Pirinç, Makarna",Carrefour İnce Uzun Makarna 500 gr
429,HBV00000NE1W9,UHU,Oyuncak ve Kırtasiye,Yapıştırıcı ve Etiketler,"Uhu 60 ml Yapıştırıcı + 8,2 gr"
430,HBV00000NFGYR,MAS,Oyuncak ve Kırtasiye,Masaüstü Gereçleri,Mas No:24/6 Zımba + Tel Mavi 758
431,HBV00000NFH1C,Dimes,İçecekler,Meyve Suyu,Dimes Sıkma Nar 250 ml Cam
432,HBV00000NFH1E,Kavaklıdere,İçecekler,Meyve Suyu,Kavaklıdere Üzüm Suyu Kırmızı 200 ml
433,HBV00000NFHEK,Umix,Oyuncak ve Kırtasiye,Masaüstü Gereçleri,Umix Umur Okul 9 Mm Maket Bıçağı Karışı
434,HBV00000NFHSP,Cappy,İçecekler,Meyve Suyu,Cappy Vişneli İçecek 200 ml Tetra
436,HBV00000PQJ1Q,Calve,Temel Gıda,Salça ve Hazır Soslar,Calve Tatlı Acı Dip sos 300 g
437,HBV00000PQJ2E,Cappy,İçecekler,İçecekler,Cappy Karışık Nektar 250 ml
438,HBV00000PQJBH,Doğanay,Temel Gıda,Salça ve Hazır Soslar,Doğanay Üzüm Sirkesi 2000 ml Doganay Uzum Sirkesi 2 lt
439,HBV00000PQJC3,Doğuş,İçecekler,Çay,Doğuş Form Çayı Kiraz Saplı 20X2 Gr
